,poi_type,sder_postal_code,sder_city,sder_state,place_name,year,no_thefts
27952,neighborhood,94703.0,Berkeley,California,North Berkeley,1970,1.0
40304,restaurant,17602.0,Lancaster,Pennsylvania,Aussie And The Fox,1971,1.0
3344,bar,17602.0,Lancaster,Pennsylvania,Carr's Restaurant,1971,1.0
3343,bar,17602.0,Lancaster,Pennsylvania,Annie Bailey's Irish Pub & Restaurant,1971,1.0
7939,church,17602.0,Lancaster,Pennsylvania,Holy Trinity Lutheran Church,1971,1.0
9516,courthouse,17602.0,Lancaster,Pennsylvania,Lancaster County Courthouse,1971,1.0
20707,locality,17602.0,Lancaster,Pennsylvania,Lancaster,1971,1.0
26893,museum,17602.0,Lancaster,Pennsylvania,The Demuth Museum,1971,1.0
13144,food,17602.0,Lancaster,Pennsylvania,Lancaster Central Market,1971,1.0
34085,point_of_interest,17602.0,Lancaster,Pennsylvania,Fulton Opera House,1971,1.0
23607,lodging,17602.0,Lancaster,Pennsylvania,Lancaster Marriott at Penn Square,1971,1.0
51291,university,61820.0,Champaign,Illinois,Illini Union,1985,1.0
34115,point_of_interest,61820.0,Champaign,Illinois,Alma Mater,1985,1.0
5716,book_store,61820.0,Champaign,Illinois,Illini Union Bookstore,1985,1.0
27543,neighborhood,85032.0,Phoenix,Arizona,Paradise Valley Oasis,1986,1.0
42883,school,85032.0,Phoenix,Arizona,Indian Bend,1986,1.0
44987,school,55418.0,Minneapolis,Minnesota,Edison High School,1994,1.0
46644,stadium,2215.0,Boston,Massachusetts,Fenway Park,1994,1.0
5756,book_store,2215.0,Boston,Massachusetts,Berklee College of Music,1994,1.0
44720,school,2215.0,Boston,Massachusetts,Boston Arts Academy,1994,1.0
7924,church,46268.0,Indianapolis,Indiana,College Park Church,1994,1.0
4075,bar,55418.0,Minneapolis,Minnesota,Sen Yai Sen Lek Thai,1994,1.0
28386,neighborhood,2215.0,Boston,Massachusetts,Back Bay West,1994,1.0
12688,florist,15670.0,New Alexandria,Pennsylvania,Flowers TLC Crabtree Gifts,1998,1.0
43247,school,95123.0,San Jose,California,Phoenix High School,1998,1.0
11795,establishment],95811.0,Sacramento,California,Loaves & Fishes,1998,1.0
20725,locality,15670.0,New Alexandria,Pennsylvania,Crabtree,1998,1.0
6610,car_dealer,37138.0,Nashville,Tennessee,Cars & More,1998,1.0
25861,movie_theater,94103.0,San Francisco,California,Roxie Theater,1998,1.0
43250,school,95123.0,San Jose,California,Santa Teresa High School,1998,1.0
42444,school,33140.0,Miami Beach,Florida,Nautilus Middle School,1998,1.0
38793,restaurant,95123.0,San Jose,California,Subway,1998,1.0
16928,health,15670.0,New Alexandria,Pennsylvania,Crabtree Barbershop,1998,1.0
27686,neighborhood,37138.0,Nashville,Tennessee,Lakewood,1998,1.0
42457,school,33404.0,Riviera Beach,Florida,Inlet Grove Community High School,1998,1.0
523,atm,15670.0,New Alexandria,Pennsylvania,Access to Money,1998,1.0
34716,point_of_interest,1060.0,Northampton,Massachusetts,Smith College,1998,1.0
38790,restaurant,95123.0,San Jose,California,Casa Teresa,1998,1.0
25187,meal_takeaway,85204.0,Mesa,Arizona,CiCi's Pizza,1998,1.0
18100,hospital,19104.0,Philadelphia,Pennsylvania,Penn Presbyterian Medical Center,1998,1.0
47369,store,85204.0,Mesa,Arizona,"Guy T. Mcdougal, OD",1998,1.0
32928,point_of_interest,94103.0,San Francisco,California,Victoria Theatre,1998,1.0
36263,police,33404.0,Riviera Beach,Florida,Riviera Beach Police Department,1998,1.0
32940,point_of_interest,94103.0,San Francisco,California,The Lab,1998,1.0
28230,neighborhood,11231.0,New York,New York,Governors Island,1998,2.0
30196,park,1060.0,Northampton,Massachusetts,The Botanic Garden of Smith College,1998,1.0
44263,school,19124.0,Philadelphia,Pennsylvania,Holy Innocents School,1998,1.0
524,atm,15670.0,New Alexandria,Pennsylvania,ATM (Crabtree Gas & Go),1998,1.0
40369,restaurant,15670.0,New Alexandria,Pennsylvania,Rizzo's Malabar Inn,1998,1.0
44261,school,19124.0,Philadelphia,Pennsylvania,Hopkinson School,1998,1.0
36505,post_office,15670.0,New Alexandria,Pennsylvania,US Post Office,1998,1.0
983,bakery,97401.0,Eugene,Oregon,Daily Bagel,1998,1.0
9703,dentist,95123.0,San Jose,California,Best Choice Dental,1998,1.0
248,art_gallery,85719.0,Tucson,Arizona,Center for Creative Photography,1998,1.0
10043,department_store,85204.0,Mesa,Arizona,Target,1998,1.0
3376,bar,15670.0,New Alexandria,Pennsylvania,Carbone's Restaurant,1998,1.0
47860,store,95123.0,San Jose,California,Artistic Silk Screen,1998,1.0
8473,city_hall,33404.0,Riviera Beach,Florida,Riviera Beach City Hall,1998,1.0
47857,store,95123.0,San Jose,California,Music Village,1998,1.0
46109,shopping_mall,95123.0,San Jose,California,Santa Teresa Square Shopping Center,1998,1.0
32760,point_of_interest,95123.0,San Jose,California,South Bay Dance Center,1998,1.0
26495,museum,85719.0,Tucson,Arizona,Arizona State Museum,1998,1.0
44394,school,11231.0,New York,New York,New York Harbor School,1998,2.0
33227,point_of_interest,94720.0,Berkeley,California,The Greek Theatre,1998,1.0
12252,finance,33173.0,Miami,Florida,ADP,1998,1.0
33955,point_of_interest,19102.0,Philadelphia,Pennsylvania,Academy of Music,1998,1.0
1627,bar,77380.0,Spring,Texas,Jasper's,1998,1.0
1628,bar,77380.0,Spring,Texas,Grotto Ristorante,1998,1.0
34144,point_of_interest,15670.0,New Alexandria,Pennsylvania,Tri-Jay's Reupholstery Furniture,1998,1.0
7953,church,15670.0,New Alexandria,Pennsylvania,St Bartholomew Rectory,1998,1.0
15790,gym,77380.0,Spring,Texas,24 Hour Fitness,1998,1.0
33946,point_of_interest,19102.0,Philadelphia,Pennsylvania,Merriam Theater,1998,1.0
33933,point_of_interest,19102.0,Philadelphia,Pennsylvania,Kimmel Center,1998,1.0
13150,food,15670.0,New Alexandria,Pennsylvania,Long's Catering,1998,1.0
16165,gym,55408.0,Minneapolis,Minnesota,Blaisdell YMCA,1998,1.0
40370,restaurant,15670.0,New Alexandria,Pennsylvania,Subway,1998,1.0
2589,bar,94117.0,San Francisco,California,Toronado,1998,1.0
16017,gym,95811.0,Sacramento,California,Sacramento Pipeworks Climbing and Fitness,1998,1.0
51095,university,94720.0,Berkeley,California,Haas School of Business,1998,1.0
4932,beauty_salon,85719.0,Tucson,Arizona,Aveda Institute Tucson,1998,1.0
28712,neighborhood,97217.0,Portland,Oregon,Arbor Lodge,1998,1.0
38777,restaurant,95123.0,San Jose,California,Bistro Tupaz,1998,1.0
9319,convenience_store,15670.0,New Alexandria,Pennsylvania,Crabtree Gas & Go,1998,1.0
46527,stadium,94720.0,Berkeley,California,California Memorial Stadium,1998,1.0
21432,lodging,77380.0,Spring,Texas,The Woodlands Waterway Marriott Hotel & Convention Center,1998,1.0
21433,lodging,77380.0,Spring,Texas,"Hyatt Market Street, The Woodlands",1998,1.0
41664,restaurant,97215.0,Portland,Oregon,Apizza Scholls,1998,1.0
23562,lodging,19104.0,Philadelphia,Pennsylvania,Sheraton Philadelphia University City Hotel,1998,1.0
13628,gas_station,15670.0,New Alexandria,Pennsylvania,CRABTREE GAS & GO,1998,1.0
6971,car_repair,95811.0,Sacramento,California,16th Street Auto Body,1998,1.0
37093,restaurant,33173.0,Miami,Florida,Shibui Japanese Restaurant,1998,1.0
11639,establishment],37138.0,Nashville,Tennessee,Battlefront Ministries,1998,1.0
19103,library,19102.0,Philadelphia,Pennsylvania,The Union League,1998,1.0
31283,point_of_interest,33173.0,Miami,Florida,Josef Silny & Associates Inc,1998,1.0
7269,casino,95811.0,Sacramento,California,Capitol Casino,1998,1.0
37024,real_estate_agency,97401.0,Eugene,Oregon,Creekside Village,1998,1.0
50645,university,85719.0,Tucson,Arizona,University of Arizona Museum of Art,1998,1.0
29668,park,92118.0,Coronado,California,Glorietta Bay Park,1998,1.0
45374,school,97217.0,Portland,Oregon,Chief Joseph School,1998,1.0
20277,locality,77380.0,Spring,Texas,The Woodlands,1998,1.0
9990,department_store,77380.0,Spring,Texas,Macy's,1998,1.0
51717,veterinary_care,85204.0,Mesa,Arizona,Spay & Neuter Clinic Mesa,1998,1.0
27020,museum,1060.0,Northampton,Massachusetts,Smith College Museum of Art,1998,1.0
6666,car_dealer,15670.0,New Alexandria,Pennsylvania,House of Cars Inc,1998,1.0
7614,church,37138.0,Nashville,Tennessee,Free Indeed Church,1998,1.0
37335,restaurant,77380.0,Spring,Texas,Hubbell & Hudson Bistro and Cureight,1998,1.0
6697,car_dealer,97401.0,Eugene,Oregon,Kendall Honda Acura,1998,1.0
6696,car_dealer,97401.0,Eugene,Oregon,Kendall Chevrolet Cadillac of Eugene,1998,1.0
7372,church,78201.0,San Antonio,Texas,La Promesa Christian Academy,1999,1.0
39803,restaurant,81224.0,Crested Butte,Colorado,Donita's Cantina,1999,1.0
32821,point_of_interest,94305.0,Stanford,California,Hoover Tower,1999,1.0
51001,university,94305.0,Stanford,California,Stanford Graduate School of Education,1999,1.0
40376,restaurant,15217.0,Pittsburgh,Pennsylvania,Hokkaido Seafood Buffet,1999,1.0
9830,dentist,15217.0,Pittsburgh,Pennsylvania,Squirrel Hill Health Center,1999,1.0
50975,university,94305.0,Stanford,California,Department of Music,1999,1.0
5611,book_store,94305.0,Stanford,California,Stanford University Bookstore,1999,1.0
50986,university,94305.0,Stanford,California,Stanford Law School,1999,1.0
18925,library,94305.0,Stanford,California,Cecil H Green Library,1999,1.0
29850,park,94117.0,San Francisco,California,The Panhandle,1999,1.0
2567,bar,94117.0,San Francisco,California,Magnolia Gastropub and Brewery,1999,1.0
19654,liquor_store,15217.0,Pittsburgh,Pennsylvania,Save-Mor Beer & Pop Warehouse,1999,1.0
43499,school,94117.0,San Francisco,California,The Urban School of San Francisco,1999,1.0
48316,store,81224.0,Crested Butte,Colorado,Air Up There the Skateboards & Accessories,1999,1.0
29158,night_club,94117.0,San Francisco,California,Club Deluxe,1999,1.0
39804,restaurant,81224.0,Crested Butte,Colorado,Soupcon Restaurant,1999,1.0
23215,lodging,81224.0,Crested Butte,Colorado,Elk Mountain Lodge,1999,1.0
23214,lodging,81224.0,Crested Butte,Colorado,The Forest Queen Hotel,1999,1.0
20486,locality,94305.0,Stanford,California,Stanford,1999,1.0
42518,school,78201.0,San Antonio,Texas,Thomas Jefferson High School,1999,1.0
2925,bar,81224.0,Crested Butte,Colorado,Eldo,1999,1.0
2926,bar,81224.0,Crested Butte,Colorado,Brick Oven Pizzeria & Pub,1999,1.0
33463,point_of_interest,81224.0,Crested Butte,Colorado,Crested Butte Nordic,1999,1.0
50964,university,94305.0,Stanford,California,Haas Center,1999,1.0
33465,point_of_interest,81224.0,Crested Butte,Colorado,Crested Butte Wildflower Festival,1999,1.0
20604,locality,81224.0,Crested Butte,Colorado,Crested Butte,1999,1.0
47980,store,94555.0,Fremont,California,Le Beau Bindery,2000,1.0
16373,hardware_store,1510.0,Clinton,Massachusetts,Aubuchon Hardware,2000,1.0
21498,lodging,78705.0,Austin,Texas,Scottish Rite Dormitory,2000,1.0
43226,school,93636.0,Madera,California,Ranchos Middle School,2000,1.0
50353,synagogue,2150.0,Chelsea,Massachusetts,Walnut Street Synagogue,2000,1.0
21134,locksmith,32703.0,Apopka,Florida,A-Abra-Key-Dabra,2000,1.0
21124,locality,83864.0,Sandpoint,Idaho,Sandpoint,2000,1.0
25412,meal_takeaway,80112.0,Centennial,Colorado,Romano's Macaroni Grill,2000,1.0
12534,fire_station,11738.0,Farmingville,New York,Farmingville Fire District,2000,1.0
48964,store,1082.0,Ware,Massachusetts,Fore-Par,2000,1.0
14416,general_contractor,2150.0,Chelsea,Massachusetts,Chelsea City Public Works,2000,1.0
536,atm,1510.0,Clinton,Massachusetts,Leominster Credit Union,2000,1.0
42679,school,85705.0,Tucson,Arizona,Walter Douglas Elementary School,2000,1.0
7522,church,30334.0,Atlanta,Georgia,The Catholic Shrine of the Immaculate Conception,2000,1.0
24920,lodging,98109.0,Seattle,Washington,Hampton Inn & Suites Seattle-Downtown,2000,1.0
18643,laundry,1082.0,Ware,Massachusetts,Home Carpet Care,2000,1.0
28408,neighborhood,1510.0,Clinton,Massachusetts,Clinton,2000,1.0
49146,store,48420.0,Clio,Michigan,Mid-Michigan Coin & Hobby,2000,1.0
16380,hardware_store,4444.0,Hampden,Maine,Hampden Hardware,2000,1.0
30888,pharmacy,85027.0,Phoenix,Arizona,"Science Care, Inc.",2000,1.0
20950,locality,48420.0,Clio,Michigan,Clio,2000,1.0
49144,store,48420.0,Clio,Michigan,Jet's Pizza,2000,1.0
9673,dentist,90045.0,Los Angeles,California,Robert J Posek Inc: Donlevy Jeffrey L DDS,2000,1.0
7062,car_repair,60020.0,Fox Lake,Illinois,Ray Chevrolet,2000,1.0
26135,movie_theater,1510.0,Clinton,Massachusetts,Strand Theatre,2000,1.0
50295,sublocality_level_1,90045.0,Los Angeles,California,Westchester,2000,1.0
32514,point_of_interest,28204.0,Charlotte,North Carolina,Central Piedmont Community College - Central Campus,2000,1.0
21535,lodging,85621.0,Nogales,Arizona,Quality Hotel Americana Nogales,2000,1.0
7521,church,30334.0,Atlanta,Georgia,Central Presbyterian Church,2000,1.0
8201,church,13202.0,Syracuse,New York,Roman Catholic Diocese of Syracuse,2000,1.0
7880,church,80120.0,Littleton,Colorado,Prince of Peace Church,2000,1.0
6020,cafe,78705.0,Austin,Texas,Spider House Cafe,2000,1.0
21534,lodging,85621.0,Nogales,Arizona,Frida's Inn,2000,1.0
29917,park,94941.0,Mill Valley,California,Tennessee Valley,2000,1.0
16323,hardware_store,85250.0,Scottsdale,Arizona,Paul's Ace Hardware - McDonald & Granite Reef,2000,1.0
38068,restaurant,92646.0,Huntington Beach,California,Subway,2000,1.0
29915,park,94941.0,Mill Valley,California,Marin Headlands,2000,1.0
31242,plumber,97603.0,Klamath Falls,Oregon,American Sanitation Inc,2000,1.0
43500,school,94117.0,San Francisco,California,The Urban School of San Francisco,2000,1.0
7029,car_repair,80634.0,Greeley,Colorado,John Elway Chrysler Jeep Dodge Ram,2000,1.0
8215,church,48420.0,Clio,Michigan,First Baptist Church of Clio,2000,1.0
21847,lodging,85251.0,Scottsdale,Arizona,Hyatt House Scottsdale/Old Town,2000,1.0
51776,veterinary_care,94555.0,Fremont,California,Ardenwood Pet Hospital Inc,2000,1.0
15146,grocery_or_supermarket,94555.0,Fremont,California,Namaste India,2000,1.0
16590,health,85250.0,Scottsdale,Arizona,Mountain View Karate,2000,1.0
20892,locality,1510.0,Clinton,Massachusetts,Clinton,2000,1.0
21850,lodging,85251.0,Scottsdale,Arizona,Hotel Indigo Scottsdale,2000,1.0
21853,lodging,85251.0,Scottsdale,Arizona,W Scottsdale,2000,1.0
14393,general_contractor,97603.0,Klamath Falls,Oregon,Forrest Young Construction,2000,1.0
18809,library,78751.0,Austin,Texas,Elisabet Ney Museum,2000,1.0
6321,cafe,60614.0,Chicago,Illinois,Cafe Brauer,2000,1.0
17749,home_goods_store,98226.0,Bellingham,Washington,Rawls Tree Service,2000,1.0
12505,fire_station,94555.0,Fremont,California,Fire Station 10,2000,1.0
25681,meal_takeaway,83864.0,Sandpoint,Idaho,Domino's Pizza,2000,1.0
10868,doctor,2476.0,Arlington,Massachusetts,Gentle Dental Arlington,2000,1.0
1695,bar,78705.0,Austin,Texas,Trudy's Texas Star,2000,1.0
44019,school,80120.0,Littleton,Colorado,Heritage High School,2000,1.0
31357,point_of_interest,32901.0,Melbourne,Florida,Florida Institute of Technology: Military Science,2000,1.0
29837,park,94117.0,San Francisco,California,Buena Vista Park,2000,1.0
8675,clothing_store,85250.0,Scottsdale,Arizona,Mardi Gras Costume Shop,2000,1.0
8981,clothing_store,14222.0,Buffalo,New York,Buffalo Fleece & Outerwear LLC,2000,1.0
49013,store,1510.0,Clinton,Massachusetts,Nypro Inc,2000,1.0
13455,food,98226.0,Bellingham,Washington,My Garden Nursery,2000,1.0
44472,school,11738.0,Farmingville,New York,Lynwood Ave Elementary School,2000,1.0
34189,point_of_interest,8901.0,New Brunswick,New Jersey,Avis Car Rental,2000,1.0
39988,restaurant,80112.0,Centennial,Colorado,Abo's Pizza,2000,1.0
10747,doctor,80120.0,Littleton,Colorado,621 W Prentice LLC,2000,1.0
18852,library,30334.0,Atlanta,Georgia,Fulton County Law Library,2000,1.0
17595,home_goods_store,4074.0,Scarborough,Maine,Lake Region Chimney Services,2000,1.0
39990,restaurant,80112.0,Centennial,Colorado,C.B. & Potts,2000,1.0
7841,church,45219.0,Cincinnati,Ohio,Old St. George Parking Lot,2000,1.0
3136,bar,80112.0,Centennial,Colorado,Elephant Bar Restaurant,2000,1.0
8629,clothing_store,92103.0,San Diego,California,Buffalo Exchange,2000,1.0
28485,neighborhood,4444.0,Hampden,Maine,Hampden,2000,1.0
25010,lodging,83864.0,Sandpoint,Idaho,La Quinta Inn Sandpoint,2000,1.0
42414,rv_park,97603.0,Klamath Falls,Oregon,Mike's RV & Truck Accessories,2000,1.0
36380,post_office,85250.0,Scottsdale,Arizona,USPS,2000,1.0
46258,shopping_mall,10601.0,White Plains,New York,The Galleria at White Plains,2000,1.0
32515,point_of_interest,28204.0,Charlotte,North Carolina,Central Piedmont Community College,2000,1.0
28055,neighborhood,20740.0,College Park,Maryland,Hollywood,2000,1.0
8270,church,4444.0,Hampden,Maine,Hampden Congregational Church,2000,1.0
18744,lawyer,4074.0,Scarborough,Maine,Joe Bornstein Law Offices,2000,1.0
43391,school,94555.0,Fremont,California,Academic Center of Excellence,2000,1.0
25043,lodging,99503.0,Anchorage,Alaska,SpringHill Suites Anchorage Midtown,2000,1.0
17603,home_goods_store,97402.0,Eugene,Oregon,Budget Truck Rental - Eugene,2000,1.0
47079,store,85719.0,Tucson,Arizona,The Painted Lady,2000,1.0
21842,lodging,85251.0,Scottsdale,Arizona,Hyatt Place Scottsdale/Old Town,2000,1.0
22160,lodging,90024.0,Los Angeles,California,W Los Angeles - West Beverly Hills,2000,1.0
7028,car_repair,80634.0,Greeley,Colorado,Greeley Nissan,2000,1.0
7027,car_repair,80634.0,Greeley,Colorado,Ghent Chevrolet Cadillac,2000,1.0
18746,lawyer,4074.0,Scarborough,Maine,Joe Bornstein Law Offices: Honeth Naomi H,2000,1.0
18747,lawyer,4074.0,Scarborough,Maine,Joe Bornstein Law Offices: Irace Anthony,2000,1.0
29756,park,28204.0,Charlotte,North Carolina,Independence Park,2000,1.0
1146,bank,32703.0,Apopka,Florida,Bank of America,2000,1.0
36330,police,97401.0,Eugene,Oregon,Eugene City Police Department,2000,1.0
31151,place_of_worship,48420.0,Clio,Michigan,SS Charles & Helena Church,2000,1.0
49085,store,14222.0,Buffalo,New York,SPoT Coffee,2000,1.0
28092,neighborhood,19801.0,Wilmington,Delaware,Southbridge,2000,1.0
1804,bar,92103.0,San Diego,California,Urban MO's Bar & Grill,2000,1.0
18748,lawyer,4074.0,Scarborough,Maine,Joe Bornstein Law Offices: Miller David R,2000,1.0
21834,lodging,85251.0,Scottsdale,Arizona,Hilton Garden Inn Scottsdale Old Town,2000,1.0
18745,lawyer,4074.0,Scarborough,Maine,Joe Bornstein Law Offices: Frignoca Ivy L,2000,1.0
8523,city_hall,97045.0,Oregon City,Oregon,Oregon City Hall,2000,1.0
49224,store,4444.0,Hampden,Maine,NAPA Auto Parts Bacon Auto Parts,2000,1.0
47228,store,92103.0,San Diego,California,Sushi Deli 1,2000,1.0
36938,real_estate_agency,19020.0,Bensalem,Pennsylvania,"Franklin Commons Apartments in Bensalem, PA",2000,1.0
12742,florist,48420.0,Clio,Michigan,Willow Cottage Flowers & Gifts,2000,1.0
37371,restaurant,78705.0,Austin,Texas,Ruby's BBQ,2000,1.0
8149,church,1510.0,Clinton,Massachusetts,First Congregational Church,2000,1.0
4088,bar,97045.0,Oregon City,Oregon,Mi Famiglia Wood Oven Pizzeria,2000,1.0
8148,church,2476.0,Arlington,Massachusetts,Highrock Church,2000,1.0
8147,church,2476.0,Arlington,Massachusetts,First Parish Unitarian Universalist of Arlington,2000,1.0
46767,storage,85250.0,Scottsdale,Arizona,Storage Now,2000,1.0
9373,convenience_store,4074.0,Scarborough,Maine,Discount Energy,2000,1.0
12753,florist,4444.0,Hampden,Maine,Hampden Floral,2000,1.0
8145,church,2150.0,Chelsea,Massachusetts,St. Stanislaus Bishop and Martyr Church,2000,1.0
12964,food,93636.0,Madera,California,C M & N Nursery,2000,1.0
42834,school,85283.0,Tempe,Arizona,Aguilar Elementary School,2000,1.0
7307,cemetery,2150.0,Chelsea,Massachusetts,Garden Cemetery,2000,1.0
31904,point_of_interest,85283.0,Tempe,Arizona,Kiwanis Recreation Center,2000,1.0
27057,museum,1510.0,Clinton,Massachusetts,Museum of Russian Icons,2000,1.0
17272,home_goods_store,32703.0,Apopka,Florida,KLG Express,2000,1.0
24059,lodging,60020.0,Fox Lake,Illinois,Fox Lake Motel,2000,1.0
48509,store,95926.0,Chico,California,Victory Tattoo,2000,1.0
24148,lodging,48420.0,Clio,Michigan,Roger's Lodge Community Center,2000,1.0
30646,parking,2476.0,Arlington,Massachusetts,Russell Common Parking Lot,2000,1.0
34674,point_of_interest,97603.0,Klamath Falls,Oregon,U-Haul Neighborhood Dealer,2000,1.0
29159,night_club,94117.0,San Francisco,California,Club Deluxe,2000,1.0
120,airport,1082.0,Ware,Massachusetts,Ware Airport,2000,1.0
31790,point_of_interest,92093.0,San Diego,California,Sixth College,2000,1.0
20891,locality,2476.0,Arlington,Massachusetts,Arlington,2000,1.0
5365,bicycle_store,85250.0,Scottsdale,Arizona,Bike Emporium,2000,1.0
33728,point_of_interest,80120.0,Littleton,Colorado,Friends of Man,2000,1.0
34707,point_of_interest,1082.0,Ware,Massachusetts,E Osterman Propane,2000,1.0
19855,local_government_office,30334.0,Atlanta,Georgia,Fulton County Government Center,2000,1.0
9876,dentist,1510.0,Clinton,Massachusetts,Great Brook Valley Health Center,2000,1.0
30160,park,60614.0,Chicago,Illinois,Oz Park,2000,1.0
11340,embassy,85621.0,Nogales,Arizona,Consulado General De Mexico,2000,1.0
14836,grocery_or_supermarket,78705.0,Austin,Texas,Wheatsville food co-op,2000,1.0
20565,locality,94928.0,Rohnert Park,California,Rohnert Park,2000,1.0
37415,restaurant,77840.0,College Station,Texas,Rudy's Country Store & Bar-B-Q,2000,1.0
32865,point_of_interest,94555.0,Fremont,California,Ardenwood Rental Condominiums,2000,1.0
27059,museum,2476.0,Arlington,Massachusetts,Cyrus E. Dallin Art Museum,2000,1.0
11390,establishment],33463.0,Greenacres,Florida,Buttonwood Homeowners' Association,2000,1.0
31908,point_of_interest,85283.0,Tempe,Arizona,Kiwanis Park Batting Range,2000,1.0
51950,zoo,60614.0,Chicago,Illinois,Lincoln Park Zoo,2000,1.0
12877,food,85027.0,Phoenix,Arizona,Ewing Irrigation,2000,1.0
50703,university,92093.0,San Diego,California,University of California San Diego,2000,1.0
34952,point_of_interest,13202.0,Syracuse,New York,The Oncenter War Memorial,2000,1.0
37186,restaurant,32901.0,Melbourne,Florida,Middle Eastern Aromas,2000,1.0
20293,locality,85621.0,Nogales,Arizona,Nogales,2000,1.0
50691,university,92093.0,San Diego,California,Sixth College Residence Halls,2000,1.0
12798,florist,83864.0,Sandpoint,Idaho,Petal Talk,2000,1.0
3856,bar,2476.0,Arlington,Massachusetts,Tango Restaurant,2000,1.0
3860,bar,2476.0,Arlington,Massachusetts,Not Your Average Joe's,2000,1.0
31992,point_of_interest,85250.0,Scottsdale,Arizona,The Viridian Apartments,2000,1.0
27348,neighborhood,78705.0,Austin,Texas,Central Austin,2000,1.0
23809,lodging,10601.0,White Plains,New York,Residence Inn White Plains Westchester County,2000,1.0
32048,point_of_interest,85027.0,Phoenix,Arizona,Pc Onsite,2000,1.0
42626,school,85621.0,Nogales,Arizona,Santa Cruz Training Programs,2000,1.0
44761,school,1510.0,Clinton,Massachusetts,Corcoran School,2000,1.0
3858,bar,2476.0,Arlington,Massachusetts,Punjab,2000,1.0
32089,point_of_interest,30334.0,Atlanta,Georgia,Atlanta Public Schools,2000,1.0
37219,restaurant,32703.0,Apopka,Florida,Chuck Wagon Home Cooking,2000,1.0
42294,restaurant,83864.0,Sandpoint,Idaho,Jalapeños,2000,1.0
50724,university,92093.0,San Diego,California,Warren College,2000,1.0
35036,point_of_interest,4074.0,Scarborough,Maine,Career Planning Services,2000,1.0
27077,museum,13202.0,Syracuse,New York,Everson Museum of Art,2000,1.0
27081,museum,13202.0,Syracuse,New York,Erie Canal Museum,2000,1.0
8512,city_hall,13202.0,Syracuse,New York,Syracuse city hall,2000,1.0
20053,local_government_office,1510.0,Clinton,Massachusetts,Clinton Town Clerk,2000,1.0
30222,park,1510.0,Clinton,Massachusetts,Central Park,2000,1.0
34839,point_of_interest,2150.0,Chelsea,Massachusetts,Bunker Hill Community College,2000,1.0
11955,establishment],11738.0,Farmingville,New York,KK ATHLETICS Indoor Sports,2000,1.0
27133,museum,97045.0,Oregon City,Oregon,McLoughlin House,2000,1.0
50633,university,85719.0,Tucson,Arizona,The University of Arizona,2000,1.0
27440,neighborhood,92103.0,San Diego,California,Hillcrest,2000,1.0
17066,health,4074.0,Scarborough,Maine,Coastal Consulting Services LLC,2000,1.0
34845,point_of_interest,2476.0,Arlington,Massachusetts,Arlington Historical Society,2000,1.0
34848,point_of_interest,1510.0,Clinton,Massachusetts,Downtown Clinton Historic District,2000,1.0
8104,church,1082.0,Ware,Massachusetts,Kingdom Hall-Jehovah's Witness,2000,1.0
37221,restaurant,32703.0,Apopka,Florida,Subway,2000,1.0
2568,bar,94117.0,San Francisco,California,Magnolia Gastropub and Brewery,2000,1.0
33798,point_of_interest,19801.0,Wilmington,Delaware,Delaware Humane Association,2000,1.0
44938,school,4444.0,Hampden,Maine,Adult Education,2000,1.0
47828,store,93636.0,Madera,California,E-Body Parts & Restoration,2000,1.0
46553,stadium,45219.0,Cincinnati,Ohio,Marge Schott Stadium,2000,1.0
36643,post_office,83864.0,Sandpoint,Idaho,US Post Office,2000,1.0
9145,convenience_store,32703.0,Apopka,Florida,Walgreens,2000,1.0
26553,museum,30334.0,Atlanta,Georgia,Georgia State Capitol,2000,1.0
19629,liquor_store,80112.0,Centennial,Colorado,Heritage Wine & Liquor,2000,1.0
47437,store,92646.0,Huntington Beach,California,AIM Mail Center,2000,1.0
40968,restaurant,2150.0,Chelsea,Massachusetts,El Santaneco Restaurant.,2000,1.0
17426,home_goods_store,93636.0,Madera,California,John Finley Trucking,2000,1.0
40970,restaurant,60020.0,Fox Lake,Illinois,Dockers,2000,1.0
26378,movie_theater,99503.0,Anchorage,Alaska,Cinemark Century 16 and XD,2000,1.0
46066,shopping_mall,30334.0,Atlanta,Georgia,Underground Atlanta,2000,1.0
180,amusement_park,80112.0,Centennial,Colorado,Jumpstreet,2000,1.0
18498,insurance_agency,4074.0,Scarborough,Maine,Insphere Insurance Solutions,2000,1.0
36660,real_estate_agency,32901.0,Melbourne,Florida,Landmark At Grand Meadow Apartments,2000,1.0
9715,dentist,94555.0,Fremont,California,Agape Dental Group,2000,1.0
9908,dentist,4444.0,Hampden,Maine,Hampden Family Dentistry,2000,1.0
42369,roofing_contractor,60020.0,Fox Lake,Illinois,Kings Contracting Inc.,2000,1.0
11469,establishment],85737.0,Oro Valley,Arizona,Oro Valley Parade Committee,2000,1.0
18542,jewelry_store,92646.0,Huntington Beach,California,European Fine Jewelry and Watches,2000,1.0
46899,store,32901.0,Melbourne,Florida,Alternative Connection,2000,1.0
41322,restaurant,4444.0,Hampden,Maine,Subway,2000,1.0
41321,restaurant,4444.0,Hampden,Maine,Fresh Ginger Restaurant,2000,1.0
8587,clothing_store,85621.0,Nogales,Arizona,Alexander'S/Dive Shop Too,2000,1.0
